,Title_Miss,Title_Mrs,Title_Master,Sex_female,Sex_male,Title_Rare,Title_Mr
871,False,True,False,True,False,False,False
872,False,False,False,False,True,False,True
873,False,False,False,False,True,False,True
874,False,True,False,True,False,False,False
875,True,False,False,True,False,False,False
876,False,False,False,False,True,False,True
877,False,False,False,False,True,False,True
878,False,False,False,False,True,False,True
879,False,True,False,True,False,False,False
880,False,True,False,True,False,False,False
881,False,False,False,False,True,False,True
882,True,False,False,True,False,False,False
883,False,False,False,False,True,False,True
884,False,False,False,False,True,False,True
885,False,True,False,True,False,False,False
886,False,False,False,False,True,True,False
887,True,False,False,True,False,False,False
888,True,False,False,True,False,False,False
889,False,False,False,False,True,False,True
890,False,False,False,False,True,False,True
