,Cabin_F,Pclass_1,Cabin_G,Parch,Pclass_2,Cabin_T,Cabin_E,Cabin_D,Cabin_B,Cabin_C,Pclass_3,Cabin_Unknown,Cabin_A
494,False,False,False,0,False,False,False,False,False,False,True,True,False
495,False,False,False,0,False,False,False,False,False,False,True,True,False
496,False,True,False,0,False,False,False,True,False,False,False,False,False
497,False,False,False,0,False,False,False,False,False,False,True,True,False
498,False,True,False,2,False,False,False,False,False,True,False,False,False
499,False,False,False,0,False,False,False,False,False,False,True,True,False
500,False,False,False,0,False,False,False,False,False,False,True,True,False
501,False,False,False,0,False,False,False,False,False,False,True,True,False
502,False,False,False,0,False,False,False,False,False,False,True,True,False
503,False,False,False,0,False,False,False,False,False,False,True,True,False
504,False,True,False,0,False,False,False,False,True,False,False,False,False
505,False,True,False,0,False,False,False,False,False,True,False,False,False
506,False,False,False,2,True,False,False,False,False,False,False,True,False
507,False,True,False,0,False,False,False,False,False,False,False,True,False
508,False,False,False,0,False,False,False,False,False,False,True,True,False
509,False,False,False,0,False,False,False,False,False,False,True,True,False
510,False,False,False,0,False,False,False,False,False,False,True,True,False
511,False,False,False,0,False,False,False,False,False,False,True,True,False
512,False,True,False,0,False,False,True,False,False,False,False,False,False
513,False,True,False,0,False,False,False,False,False,False,False,True,False
514,False,False,False,0,False,False,False,False,False,False,True,True,False
515,False,True,False,0,False,False,False,True,False,False,False,False,False
516,True,False,False,0,True,False,False,False,False,False,False,False,False
517,False,False,False,0,False,False,False,False,False,False,True,True,False
518,False,False,False,0,True,False,False,False,False,False,False,True,False
519,False,False,False,0,False,False,False,False,False,False,True,True,False
520,False,True,False,0,False,False,False,False,True,False,False,False,False
521,False,False,False,0,False,False,False,False,False,False,True,True,False
522,False,False,False,0,False,False,False,False,False,False,True,True,False
523,False,True,False,1,False,False,False,False,True,False,False,False,False
524,False,False,False,0,False,False,False,False,False,False,True,True,False
525,False,False,False,0,False,False,False,False,False,False,True,True,False
526,False,False,False,0,True,False,False,False,False,False,False,True,False
527,False,True,False,0,False,False,False,False,False,True,False,False,False
528,False,False,False,0,False,False,False,False,False,False,True,True,False
529,False,False,False,1,True,False,False,False,False,False,False,True,False
530,False,False,False,1,True,False,False,False,False,False,False,True,False
531,False,False,False,0,False,False,False,False,False,False,True,True,False
532,False,False,False,1,False,False,False,False,False,False,True,True,False
533,False,False,False,2,False,False,False,False,False,False,True,True,False
534,False,False,False,0,False,False,False,False,False,False,True,True,False
535,False,False,False,2,True,False,False,False,False,False,False,True,False
536,False,True,False,0,False,False,False,False,True,False,False,False,False
537,False,True,False,0,False,False,False,False,False,False,False,True,False
538,False,False,False,0,False,False,False,False,False,False,True,True,False
539,False,True,False,2,False,False,False,False,True,False,False,False,False
540,False,True,False,2,False,False,False,False,True,False,False,False,False
541,False,False,False,2,False,False,False,False,False,False,True,True,False
542,False,False,False,2,False,False,False,False,False,False,True,True,False
543,False,False,False,0,True,False,False,False,False,False,False,True,False
544,False,True,False,0,False,False,False,False,False,True,False,False,False
545,False,True,False,0,False,False,False,False,False,False,False,True,False
546,False,False,False,0,True,False,False,False,False,False,False,True,False
547,False,False,False,0,True,False,False,False,False,False,False,True,False
548,False,False,False,1,False,False,False,False,False,False,True,True,False
549,False,False,False,1,True,False,False,False,False,False,False,True,False
550,False,True,False,2,False,False,False,False,False,True,False,False,False
551,False,False,False,0,True,False,False,False,False,False,False,True,False
552,False,False,False,0,False,False,False,False,False,False,True,True,False
553,False,False,False,0,False,False,False,False,False,False,True,True,False
554,False,False,False,0,False,False,False,False,False,False,True,True,False
555,False,True,False,0,False,False,False,False,False,False,False,True,False
556,False,True,False,0,False,False,False,False,False,False,False,False,True
557,False,True,False,0,False,False,False,False,False,False,False,True,False
558,False,True,False,1,False,False,True,False,False,False,False,False,False
559,False,False,False,0,False,False,False,False,False,False,True,True,False
560,False,False,False,0,False,False,False,False,False,False,True,True,False
561,False,False,False,0,False,False,False,False,False,False,True,True,False
562,False,False,False,0,True,False,False,False,False,False,False,True,False
563,False,False,False,0,False,False,False,False,False,False,True,True,False
564,False,False,False,0,False,False,False,False,False,False,True,True,False
565,False,False,False,0,False,False,False,False,False,False,True,True,False
566,False,False,False,0,False,False,False,False,False,False,True,True,False
567,False,False,False,4,False,False,False,False,False,False,True,True,False
568,False,False,False,0,False,False,False,False,False,False,True,True,False
569,False,False,False,0,False,False,False,False,False,False,True,True,False
570,False,False,False,0,True,False,False,False,False,False,False,True,False
571,False,True,False,0,False,False,False,False,False,True,False,False,False
572,False,True,False,0,False,False,True,False,False,False,False,False,False
573,False,False,False,0,False,False,False,False,False,False,True,True,False
574,False,False,False,0,False,False,False,False,False,False,True,True,False
575,False,False,False,0,False,False,False,False,False,False,True,True,False
576,False,False,False,0,True,False,False,False,False,False,False,True,False
577,False,True,False,0,False,False,True,False,False,False,False,False,False
578,False,False,False,0,False,False,False,False,False,False,True,True,False
579,False,False,False,0,False,False,False,False,False,False,True,True,False
580,False,False,False,1,True,False,False,False,False,False,False,True,False
581,False,True,False,1,False,False,False,False,False,True,False,False,False
582,False,False,False,0,True,False,False,False,False,False,False,True,False
583,False,True,False,0,False,False,False,False,False,False,False,False,True
584,False,False,False,0,False,False,False,False,False,False,True,True,False
585,False,True,False,2,False,False,True,False,False,False,False,False,False
586,False,False,False,0,True,False,False,False,False,False,False,True,False
587,False,True,False,1,False,False,False,False,True,False,False,False,False
588,False,False,False,0,False,False,False,False,False,False,True,True,False
589,False,False,False,0,False,False,False,False,False,False,True,True,False
590,False,False,False,0,False,False,False,False,False,False,True,True,False
591,False,True,False,0,False,False,False,True,False,False,False,False,False
592,False,False,False,0,False,False,False,False,False,False,True,True,False
593,False,False,False,2,False,False,False,False,False,False,True,True,False
594,False,False,False,0,True,False,False,False,False,False,False,True,False
595,False,False,False,1,False,False,False,False,False,False,True,True,False
596,False,False,False,0,True,False,False,False,False,False,False,True,False
597,False,False,False,0,False,False,False,False,False,False,True,True,False
598,False,False,False,0,False,False,False,False,False,False,True,True,False
599,False,True,False,0,False,False,False,False,False,False,False,False,True
600,False,False,False,1,True,False,False,False,False,False,False,True,False
601,False,False,False,0,False,False,False,False,False,False,True,True,False
602,False,True,False,0,False,False,False,False,False,False,False,True,False
603,False,False,False,0,False,False,False,False,False,False,True,True,False
604,False,True,False,0,False,False,False,False,False,False,False,True,False
605,False,False,False,0,False,False,False,False,False,False,True,True,False
606,False,False,False,0,False,False,False,False,False,False,True,True,False
607,False,True,False,0,False,False,False,False,False,False,False,True,False
608,False,False,False,2,True,False,False,False,False,False,False,True,False
609,False,True,False,0,False,False,False,False,False,True,False,False,False
610,False,False,False,5,False,False,False,False,False,False,True,True,False
611,False,False,False,0,False,False,False,False,False,False,True,True,False
612,False,False,False,0,False,False,False,False,False,False,True,True,False
613,False,False,False,0,False,False,False,False,False,False,True,True,False
614,False,False,False,0,False,False,False,False,False,False,True,True,False
615,False,False,False,2,True,False,False,False,False,False,False,True,False
616,False,False,False,1,False,False,False,False,False,False,True,True,False
617,False,False,False,0,False,False,False,False,False,False,True,True,False
618,True,False,False,1,True,False,False,False,False,False,False,False,False
619,False,False,False,0,True,False,False,False,False,False,False,True,False
620,False,False,False,0,False,False,False,False,False,False,True,True,False
621,False,True,False,0,False,False,False,True,False,False,False,False,False
622,False,False,False,1,False,False,False,False,False,False,True,True,False
623,False,False,False,0,False,False,False,False,False,False,True,True,False
624,False,False,False,0,False,False,False,False,False,False,True,True,False
625,False,True,False,0,False,False,False,True,False,False,False,False,False
626,False,False,False,0,True,False,False,False,False,False,False,True,False
627,False,True,False,0,False,False,False,True,False,False,False,False,False
628,False,False,False,0,False,False,False,False,False,False,True,True,False
629,False,False,False,0,False,False,False,False,False,False,True,True,False
630,False,True,False,0,False,False,False,False,False,False,False,False,True
631,False,False,False,0,False,False,False,False,False,False,True,True,False
632,False,True,False,0,False,False,False,False,True,False,False,False,False
633,False,True,False,0,False,False,False,False,False,False,False,True,False
634,False,False,False,2,False,False,False,False,False,False,True,True,False
635,False,False,False,0,True,False,False,False,False,False,False,True,False
636,False,False,False,0,False,False,False,False,False,False,True,True,False
637,False,False,False,1,True,False,False,False,False,False,False,True,False
638,False,False,False,5,False,False,False,False,False,False,True,True,False
639,False,False,False,0,False,False,False,False,False,False,True,True,False
640,False,False,False,0,False,False,False,False,False,False,True,True,False
641,False,True,False,0,False,False,False,False,True,False,False,False,False
642,False,False,False,2,False,False,False,False,False,False,True,True,False
643,False,False,False,0,False,False,False,False,False,False,True,True,False
644,False,False,False,1,False,False,False,False,False,False,True,True,False
645,False,True,False,0,False,False,False,True,False,False,False,False,False
646,False,False,False,0,False,False,False,False,False,False,True,True,False
647,False,True,False,0,False,False,False,False,False,False,False,False,True
648,False,False,False,0,False,False,False,False,False,False,True,True,False
649,False,False,False,0,False,False,False,False,False,False,True,True,False
650,False,False,False,0,False,False,False,False,False,False,True,True,False
651,False,False,False,1,True,False,False,False,False,False,False,True,False
652,False,False,False,0,False,False,False,False,False,False,True,True,False
653,False,False,False,0,False,False,False,False,False,False,True,True,False
654,False,False,False,0,False,False,False,False,False,False,True,True,False
655,False,False,False,0,True,False,False,False,False,False,False,True,False
656,False,False,False,0,False,False,False,False,False,False,True,True,False
657,False,False,False,1,False,False,False,False,False,False,True,True,False
658,False,False,False,0,True,False,False,False,False,False,False,True,False
659,False,True,False,2,False,False,False,True,False,False,False,False,False
660,False,True,False,0,False,False,False,False,False,False,False,True,False
661,False,False,False,0,False,False,False,False,False,False,True,True,False
662,False,True,False,0,False,False,True,False,False,False,False,False,False
663,False,False,False,0,False,False,False,False,False,False,True,True,False
664,False,False,False,0,False,False,False,False,False,False,True,True,False
665,False,False,False,0,True,False,False,False,False,False,False,True,False
666,False,False,False,0,True,False,False,False,False,False,False,True,False
667,False,False,False,0,False,False,False,False,False,False,True,True,False
668,False,False,False,0,False,False,False,False,False,False,True,True,False
669,False,True,False,0,False,False,False,False,False,True,False,False,False
670,False,False,False,1,True,False,False,False,False,False,False,True,False
671,False,True,False,0,False,False,False,False,True,False,False,False,False
672,False,False,False,0,True,False,False,False,False,False,False,True,False
673,False,False,False,0,True,False,False,False,False,False,False,True,False
674,False,False,False,0,True,False,False,False,False,False,False,True,False
675,False,False,False,0,False,False,False,False,False,False,True,True,False
676,False,False,False,0,False,False,False,False,False,False,True,True,False
677,False,False,False,0,False,False,False,False,False,False,True,True,False
678,False,False,False,6,False,False,False,False,False,False,True,True,False
679,False,True,False,1,False,False,False,False,True,False,False,False,False
680,False,False,False,0,False,False,False,False,False,False,True,True,False
681,False,True,False,0,False,False,False,True,False,False,False,False,False
682,False,False,False,0,False,False,False,False,False,False,True,True,False
683,False,False,False,2,False,False,False,False,False,False,True,True,False
684,False,False,False,1,True,False,False,False,False,False,False,True,False
685,False,False,False,2,True,False,False,False,False,False,False,True,False
686,False,False,False,1,False,False,False,False,False,False,True,True,False
687,False,False,False,0,False,False,False,False,False,False,True,True,False
688,False,False,False,0,False,False,False,False,False,False,True,True,False
689,False,True,False,1,False,False,False,False,True,False,False,False,False
690,False,True,False,0,False,False,False,False,True,False,False,False,False
691,False,False,False,1,False,False,False,False,False,False,True,True,False
692,False,False,False,0,False,False,False,False,False,False,True,True,False
693,False,False,False,0,False,False,False,False,False,False,True,True,False
694,False,True,False,0,False,False,False,False,False,False,False,True,False
695,False,False,False,0,True,False,False,False,False,False,False,True,False
696,False,False,False,0,False,False,False,False,False,False,True,True,False
697,False,False,False,0,False,False,False,False,False,False,True,True,False
698,False,True,False,1,False,False,False,False,False,True,False,False,False
699,True,False,False,0,False,False,False,False,False,False,True,False,False
700,False,True,False,0,False,False,False,False,False,True,False,False,False
701,False,True,False,0,False,False,True,False,False,False,False,False,False
702,False,False,False,1,False,False,False,False,False,False,True,True,False
703,False,False,False,0,False,False,False,False,False,False,True,True,False
704,False,False,False,0,False,False,False,False,False,False,True,True,False
705,False,False,False,0,True,False,False,False,False,False,False,True,False
706,False,False,False,0,True,False,False,False,False,False,False,True,False
707,False,True,False,0,False,False,True,False,False,False,False,False,False
708,False,True,False,0,False,False,False,False,False,False,False,True,False
709,False,False,False,1,False,False,False,False,False,False,True,True,False
710,False,True,False,0,False,False,False,False,False,True,False,False,False
711,False,True,False,0,False,False,False,False,False,True,False,False,False
712,False,True,False,0,False,False,False,False,False,True,False,False,False
713,False,False,False,0,False,False,False,False,False,False,True,True,False
714,False,False,False,0,True,False,False,False,False,False,False,True,False
715,True,False,False,0,False,False,False,False,False,False,True,False,False
716,False,True,False,0,False,False,False,False,False,True,False,False,False
717,False,False,False,0,True,False,True,False,False,False,False,False,False
718,False,False,False,0,False,False,False,False,False,False,True,True,False
719,False,False,False,0,False,False,False,False,False,False,True,True,False
720,False,False,False,1,True,False,False,False,False,False,False,True,False
721,False,False,False,0,False,False,False,False,False,False,True,True,False
722,False,False,False,0,True,False,False,False,False,False,False,True,False
723,False,False,False,0,True,False,False,False,False,False,False,True,False
724,False,True,False,0,False,False,True,False,False,False,False,False,False
725,False,False,False,0,False,False,False,False,False,False,True,True,False
726,False,False,False,0,True,False,False,False,False,False,False,True,False
727,False,False,False,0,False,False,False,False,False,False,True,True,False
728,False,False,False,0,True,False,False,False,False,False,False,True,False
729,False,False,False,0,False,False,False,False,False,False,True,True,False
730,False,True,False,0,False,False,False,False,True,False,False,False,False
731,False,False,False,0,False,False,False,False,False,False,True,True,False
732,False,False,False,0,True,False,False,False,False,False,False,True,False
733,False,False,False,0,True,False,False,False,False,False,False,True,False
734,False,False,False,0,True,False,False,False,False,False,False,True,False
735,False,False,False,0,False,False,False,False,False,False,True,True,False
736,False,False,False,3,False,False,False,False,False,False,True,True,False
737,False,True,False,0,False,False,False,False,True,False,False,False,False
738,False,False,False,0,False,False,False,False,False,False,True,True,False
739,False,False,False,0,False,False,False,False,False,False,True,True,False
740,False,True,False,0,False,False,False,True,False,False,False,False,False
741,False,True,False,0,False,False,False,False,False,True,False,False,False
742,False,True,False,2,False,False,False,False,True,False,False,False,False
743,False,False,False,0,False,False,False,False,False,False,True,True,False
744,False,False,False,0,False,False,False,False,False,False,True,True,False
745,False,True,False,1,False,False,False,False,True,False,False,False,False
746,False,False,False,1,False,False,False,False,False,False,True,True,False
747,False,False,False,0,True,False,False,False,False,False,False,True,False
748,False,True,False,0,False,False,False,True,False,False,False,False,False
749,False,False,False,0,False,False,False,False,False,False,True,True,False
750,False,False,False,1,True,False,False,False,False,False,False,True,False
751,False,False,False,1,False,False,True,False,False,False,True,False,False
752,False,False,False,0,False,False,False,False,False,False,True,True,False
753,False,False,False,0,False,False,False,False,False,False,True,True,False
754,False,False,False,2,True,False,False,False,False,False,False,True,False
755,False,False,False,1,True,False,False,False,False,False,False,True,False
756,False,False,False,0,False,False,False,False,False,False,True,True,False
757,False,False,False,0,True,False,False,False,False,False,False,True,False
758,False,False,False,0,False,False,False,False,False,False,True,True,False
759,False,True,False,0,False,False,False,False,True,False,False,False,False
760,False,False,False,0,False,False,False,False,False,False,True,True,False
761,False,False,False,0,False,False,False,False,False,False,True,True,False
762,False,False,False,0,False,False,False,False,False,False,True,True,False
763,False,True,False,2,False,False,False,False,True,False,False,False,False
764,False,False,False,0,False,False,False,False,False,False,True,True,False
765,False,True,False,0,False,False,False,True,False,False,False,False,False
766,False,True,False,0,False,False,False,False,False,False,False,True,False
767,False,False,False,0,False,False,False,False,False,False,True,True,False
768,False,False,False,0,False,False,False,False,False,False,True,True,False
769,False,False,False,0,False,False,False,False,False,False,True,True,False
770,False,False,False,0,False,False,False,False,False,False,True,True,False
771,False,False,False,0,False,False,False,False,False,False,True,True,False
772,False,False,False,0,True,False,True,False,False,False,False,False,False
773,False,False,False,0,False,False,False,False,False,False,True,True,False
774,False,False,False,3,True,False,False,False,False,False,False,True,False
775,False,False,False,0,False,False,False,False,False,False,True,True,False
776,True,False,False,0,False,False,False,False,False,False,True,False,False
777,False,False,False,0,False,False,False,False,False,False,True,True,False
778,False,False,False,0,False,False,False,False,False,False,True,True,False
779,False,True,False,1,False,False,False,False,True,False,False,False,False
780,False,False,False,0,False,False,False,False,False,False,True,True,False
781,False,True,False,0,False,False,False,False,True,False,False,False,False
782,False,True,False,0,False,False,False,True,False,False,False,False,False
783,False,False,False,2,False,False,False,False,False,False,True,True,False
784,False,False,False,0,False,False,False,False,False,False,True,True,False
785,False,False,False,0,False,False,False,False,False,False,True,True,False
786,False,False,False,0,False,False,False,False,False,False,True,True,False
787,False,False,False,1,False,False,False,False,False,False,True,True,False
788,False,False,False,2,False,False,False,False,False,False,True,True,False
789,False,True,False,0,False,False,False,False,True,False,False,False,False
790,False,False,False,0,False,False,False,False,False,False,True,True,False
791,False,False,False,0,True,False,False,False,False,False,False,True,False
792,False,False,False,2,False,False,False,False,False,False,True,True,False
793,False,True,False,0,False,False,False,False,False,False,False,True,False
794,False,False,False,0,False,False,False,False,False,False,True,True,False
795,False,False,False,0,True,False,False,False,False,False,False,True,False
796,False,True,False,0,False,False,False,True,False,False,False,False,False
797,False,False,False,0,False,False,False,False,False,False,True,True,False
798,False,False,False,0,False,False,False,False,False,False,True,True,False
799,False,False,False,1,False,False,False,False,False,False,True,True,False
800,False,False,False,0,True,False,False,False,False,False,False,True,False
801,False,False,False,1,True,False,False,False,False,False,False,True,False
802,False,True,False,2,False,False,False,False,True,False,False,False,False
803,False,False,False,1,False,False,False,False,False,False,True,True,False
804,False,False,False,0,False,False,False,False,False,False,True,True,False
805,False,False,False,0,False,False,False,False,False,False,True,True,False
806,False,True,False,0,False,False,False,False,False,False,False,False,True
807,False,False,False,0,False,False,False,False,False,False,True,True,False
808,False,False,False,0,True,False,False,False,False,False,False,True,False
809,False,True,False,0,False,False,True,False,False,False,False,False,False
810,False,False,False,0,False,False,False,False,False,False,True,True,False
811,False,False,False,0,False,False,False,False,False,False,True,True,False
812,False,False,False,0,True,False,False,False,False,False,False,True,False
813,False,False,False,2,False,False,False,False,False,False,True,True,False
814,False,False,False,0,False,False,False,False,False,False,True,True,False
815,False,True,False,0,False,False,False,False,True,False,False,False,False
816,False,False,False,0,False,False,False,False,False,False,True,True,False
817,False,False,False,1,True,False,False,False,False,False,False,True,False
818,False,False,False,0,False,False,False,False,False,False,True,True,False
819,False,False,False,2,False,False,False,False,False,False,True,True,False
820,False,True,False,1,False,False,False,False,True,False,False,False,False
821,False,False,False,0,False,False,False,False,False,False,True,True,False
822,False,True,False,0,False,False,False,False,False,False,False,True,False
823,False,False,False,1,False,False,True,False,False,False,True,False,False
824,False,False,False,1,False,False,False,False,False,False,True,True,False
825,False,False,False,0,False,False,False,False,False,False,True,True,False
826,False,False,False,0,False,False,False,False,False,False,True,True,False
827,False,False,False,2,True,False,False,False,False,False,False,True,False
828,False,False,False,0,False,False,False,False,False,False,True,True,False
830,False,False,False,0,False,False,False,False,False,False,True,True,False
831,False,False,False,1,True,False,False,False,False,False,False,True,False
832,False,False,False,0,False,False,False,False,False,False,True,True,False
833,False,False,False,0,False,False,False,False,False,False,True,True,False
834,False,False,False,0,False,False,False,False,False,False,True,True,False
835,False,True,False,1,False,False,True,False,False,False,False,False,False
836,False,False,False,0,False,False,False,False,False,False,True,True,False
837,False,False,False,0,False,False,False,False,False,False,True,True,False
838,False,False,False,0,False,False,False,False,False,False,True,True,False
839,False,True,False,0,False,False,False,False,False,True,False,False,False
840,False,False,False,0,False,False,False,False,False,False,True,True,False
841,False,False,False,0,True,False,False,False,False,False,False,True,False
842,False,True,False,0,False,False,False,False,False,False,False,True,False
843,False,False,False,0,False,False,False,False,False,False,True,True,False
844,False,False,False,0,False,False,False,False,False,False,True,True,False
845,False,False,False,0,False,False,False,False,False,False,True,True,False
846,False,False,False,2,False,False,False,False,False,False,True,True,False
847,False,False,False,0,False,False,False,False,False,False,True,True,False
848,False,False,False,1,True,False,False,False,False,False,False,True,False
849,False,True,False,0,False,False,False,False,False,True,False,False,False
850,False,False,False,2,False,False,False,False,False,False,True,True,False
851,False,False,False,0,False,False,False,False,False,False,True,True,False
852,False,False,False,1,False,False,False,False,False,False,True,True,False
853,False,True,False,1,False,False,False,True,False,False,False,False,False
854,False,False,False,0,True,False,False,False,False,False,False,True,False
855,False,False,False,1,False,False,False,False,False,False,True,True,False
856,False,True,False,1,False,False,False,False,False,False,False,True,False
857,False,True,False,0,False,False,True,False,False,False,False,False,False
858,False,False,False,3,False,False,False,False,False,False,True,True,False
859,False,False,False,0,False,False,False,False,False,False,True,True,False
860,False,False,False,0,False,False,False,False,False,False,True,True,False
861,False,False,False,0,True,False,False,False,False,False,False,True,False
862,False,True,False,0,False,False,False,True,False,False,False,False,False
863,False,False,False,2,False,False,False,False,False,False,True,True,False
864,False,False,False,0,True,False,False,False,False,False,False,True,False
865,False,False,False,0,True,False,False,False,False,False,False,True,False
866,False,False,False,0,True,False,False,False,False,False,False,True,False
867,False,True,False,0,False,False,False,False,False,False,False,False,True
868,False,False,False,0,False,False,False,False,False,False,True,True,False
869,False,False,False,1,False,False,False,False,False,False,True,True,False
870,False,False,False,0,False,False,False,False,False,False,True,True,False
871,False,True,False,1,False,False,False,True,False,False,False,False,False
872,False,True,False,0,False,False,False,False,True,False,False,False,False
873,False,False,False,0,False,False,False,False,False,False,True,True,False
874,False,False,False,0,True,False,False,False,False,False,False,True,False
875,False,False,False,0,False,False,False,False,False,False,True,True,False
876,False,False,False,0,False,False,False,False,False,False,True,True,False
877,False,False,False,0,False,False,False,False,False,False,True,True,False
878,False,False,False,0,False,False,False,False,False,False,True,True,False
879,False,True,False,1,False,False,False,False,False,True,False,False,False
880,False,False,False,1,True,False,False,False,False,False,False,True,False
881,False,False,False,0,False,False,False,False,False,False,True,True,False
882,False,False,False,0,False,False,False,False,False,False,True,True,False
883,False,False,False,0,True,False,False,False,False,False,False,True,False
884,False,False,False,0,False,False,False,False,False,False,True,True,False
885,False,False,False,5,False,False,False,False,False,False,True,True,False
886,False,False,False,0,True,False,False,False,False,False,False,True,False
887,False,True,False,0,False,False,False,False,True,False,False,False,False
888,False,False,False,2,False,False,False,False,False,False,True,True,False
889,False,True,False,0,False,False,False,False,False,True,False,False,False
890,False,False,False,0,False,False,False,False,False,False,True,True,False
